1299,15742
16303,16304
638,724
2685,6261
10910,14732
1239,10818
1239,4761
7018,13769
8297,12435
4513,6427
3549,17358
5413,8608
293,2603
1239,16516
3561,14900
1833,3356
4513,15702
8551,15526
5482,5519
2042,9833
3356,13556
6728,15562
701,11891
3257,6805
4540,13932
1239,8008
11853,18462
3561,4057
5571,12576
3561,12541
209,14968
701,11239
1221,4740
297,1254
6783,8650
4740,4763
209,13789
703,2647
3549,16869
703,4614
2764,7647
4766,9961
1270,16233
5409,6667
5264,7170
9057,15696
4628,4774
2828,6402
701,5780
4623,4635
1,3404
8342,9068
7473,9794
1,11086
3967,10750
10530,15159
701,6544
715,10368
5006,16595
3914,15203
3356,18695
2914,12204
3132,8143
3549,14413
5459,13129
4799,7640
701,19110
3245,5421
702,2856
2828,5000
701,4565
4000,7303
3549,17093
2548,6261
15058,18928
1239,7350
701,11789
144,7018
1668,3549
1659,9916
8196,12899
8820,12759
6830,8209
3303,15532
701,14742
4799,9800
1103,11537
8990,12594
6503,11677
14504,18531
3356,13385
1299,2588
174,19313
4230,15256
3257,5492
7018,14726
701,11439
701,7106
1239,2828
8918,12339
818,6453
701,15172
701,5486
2914,13902
6172,18838
2914,5089
4689,4733
852,3359
2551,3914
701,1682
12578,15721
3790,7018
209,11853
3257,12895
5606,12955
701,13869
5518,12957
701,16658
1755,15941
1,4963
5656,18999
10297,11718
2200,2259
13,668
209,14614
5459,6461
3932,6427
701,18774
701,14203
6367,11837
701,6991
1,14144
1,6350
1273,15747
6667,8918
3339,9117
701,7859
1899,8332
1239,11966
1270,16103
1800,11960
5056,7194
3549,5000
1580,1583
2828,3561
14636,19525
3257,6900
1836,15978
4513,6395
3561,11717
701,19591
701,6469
9318,9632
297,701
2548,2551
5727,8472
9109,15381
1833,8837
5513,5596
8246,8907
2914,16821
4634,7474
11331,12564
2603,8674
2497,9621
2497,3356
2513,7500
6996,15290
9057,11003
209,15016
3058,12427
3561,7310
1239,6507
6461,7782
11855,12006
3463,6373
3786,9685
2871,15838
2521,7664
5380,6846
1239,18570
13129,15896
4513,5669
1239,7124
2914,5459
702,8404
1270,15968
637,724
2914,13962
7018,7424
6347,17194
3857,15207
3561,8081
2914,19798
3561,7782
3786,9693
4058,10210
577,18563
1239,5078
701,16690
4766,9780
1239,19868
3257,6727
6675,13044
5388,5428
701,17145
7418,14560
5459,8406
8146,15353
6835,9057
9057,12832
8297,9167
3333,8938
3602,14191
5578,12905
8246,15396
14455,14743
6453,9050
6730,15600
3257,3932
702,16075
701,18581
174,11800
4039,4223
8220,8782
8925,9182
4544,6395
7018,7182
8392,8773
701,13703
10910,14586
6347,13893
701,14064
3257,5462
3303,8843
286,9057
7018,13777
4565,18917
2854,16043
2914,11205
3300,12960
3215,8874
3220,12597
9301,17486
8358,8462
8551,12802
3313,16219
12359,12769
2548,17391
2495,11659
3257,5394
6453,8002
3561,13551
702,15920
1239,7393
6461,19669
174,2149
7018,16980
1103,6200
701,16808
8251,13142
2548,6095
7993,13424
703,10032
701,13406
701,16976
3446,11646
8907,13086
701,15076
4006,6079
13616,15290
1239,14962
8932,9105
7018,14010
8957,9057
600,3549
7474,7648
8296,9045
1,12228
702,12624
174,11823
104,11537
701,16765
2116,8297
1273,8767
1,13670
5511,8866
577,3848
2548,11854
3215,15841
16413,19626
4766,9760
7148,8551
8210,15576
703,10082
174,13591
17443,19786
1290,5459
1239,13601
701,10296
7018,12147
3233,12921
2828,3549
6453,10029
9326,10530
555,5006
3561,4799
3741,10922
6172,7128
2548,16679
4682,7530
2697,4755
3505,16903
1239,5678
701,10800
4631,9468
9064,11042
3967,16484
174,13544
145,1249
7066,10357
792,3356
600,5056
701,12153
6461,9671
2685,2687
1239,11169
6385,11492
12885,16174
1239,19081
1755,9160
3561,16513
6939,14277
1,18468
209,14246
701,14851
7474,9250
701,10431
7018,11320
6395,14039
702,8243
12294,15497
5511,8297
4766,10188
701,11211
7474,17484
701,10530
2914,11916
703,7646
7018,14792
8297,13035
1239,16597
701,8065
1299,15571
1740,7018
3561,11190
6730,12307
12306,13010
2698,3676
2610,5603
3549,10673
3549,13423
4513,14829
3561,3801
3561,11870
5486,15380
7018,10405
3786,9948
7290,10866
703,10031
9126,15938
286,6734
701,6226
5661,11537
9121,12711
3339,8958
4635,9269
701,4356
5503,8297
7018,15114
3300,8259
14479,15290
701,4766
3549,14673
701,10939
7018,12270
1239,12180
174,2493
10911,14475
175,7170
5696,19107
11198,13672
1755,9004
1299,3215
5594,6678
1224,11537
701,6139
4267,7018
1,13374
701,11984
2548,11855
109,702
3300,3333
2828,3300
8584,12619
702,5459
1,4323
3549,13108
3257,9007
6347,11251
4743,17496
5518,12443
1221,7605
2820,8515
10609,11858
4006,4565
10912,19644
1270,9188
7535,9505
7754,10911
1239,4513
1755,6754
4766,10159
1,7386
3352,8782
701,13492
8691,15508
8437,12605
1527,7170
7018,10576
1239,19761
1785,17077
3561,6061
2764,9463
2706,4637
3976,4792
145,721
13186,16091
3914,11638
3670,8079
4628,9892
8220,8297
8743,15560
1,1833
8311,8355
3320,15434
701,15083
4230,11844
7018,11806
5409,6835
701,5003
1239,19286
3561,14925
286,1136
701,6410
2548,4565
7018,10319
2548,11569
701,8359
2914,19816
701,11846
702,6739
209,14296
1657,3714
11061,14362
702,12475
5607,9179
8437,13292
174,6334
6503,7125
2529,5417
209,14201
10913,19590
701,15047
6754,15486
3228,3257
1239,11491
3491,6958
4513,8918
7473,17409
8743,12692
3259,8677
4279,11550
701,16682
701,14338
721,5181
3561,17071
701,11716
13488,17029
3356,17159
174,2554
11427,12270
6846,13202
3356,14654
7018,8052
6133,14378
9057,9193
4766,9761
1755,5595
724,5845
1239,6550
701,18591
174,11376
5673,13526
701,14237
3340,8229
6347,11261
6648,10275
3549,5459
3356,9057
701,11779
702,5620
7356,10912
4323,16896
8241,8342
9057,9145
10910,12157
701,15050
701,6979
1,13315
209,6201
701,9930
1883,6667
701,17373
9318,10161
3302,16027
8359,8955
4323,19414
1221,3607
1221,10115
209,11146
4766,10041
6697,12406
17470,17471
1305,2200
1,7752
4513,12050
5072,6402
7623,9270
8501,9112
12909,20508
4732,10019
701,4393
3857,13602
1239,17354
701,19357
8815,12652
3908,4015
1267,16076
6993,11561
3300,12948
1901,15454
209,15081
6347,11016
5607,15519
3259,15401
2568,13386
3112,11050
1,12209
3356,19557
701,10447
9057,12868
3301,15991
4637,10146
3257,8526
12243,14334
6747,12578
701,18814
286,5459
1239,16998
701,10249
1273,12337
2603,3255
701,1678
1239,11561
7018,18491
1239,19201
4637,17537
3561,6846
701,20005
7418,15208
7018,10311
7018,10395
5568,8684
8472,9057
4926,11315
5400,8297
8782,12715
1,3581
4183,13858
3561,14060
4631,4810
2914,6199
6427,9318
10578,13796
702,12996
701,3126
5519,8902
701,8244
6771,8297
701,18503
701,8672
209,5665
4628,9827
701,3803
3356,8010
701,2914
1221,9278
3561,13601
1239,10302
3561,3967
701,14639
6104,11882
2548,11517
3967,16792
2516,2519
1913,3866
8918,13213
3561,11692
293,11678
3257,6705
5409,8196
4265,5731
816,16949
2116,9173
