964,1065
1485,1631
326,1195
400,1490
1332,333
265,680
242,1551
791,1137
1663,1061
1495,1066
560,1034
395,903
1293,1348
1191,1061
301,1182
542,960
1551,506
610,926
206,481
1237,1094
1451,630
249,426
378,1650
588,269
1615,1614
1535,1551
951,1612
1351,1607
686,1639
544,535
347,1616
151,448
1243,679
203,630
1541,1244
1478,831
203,652
414,256
1479,973
754,758
1021,243
811,1535
968,1313
1569,975
1570,1671
1059,1676
668,1225
163,409
691,682
442,693
1373,1631
1352,206
1065,1614
1352,930
1538,415
1244,1599
1602,997
238,635
104,183
31,1617
1284,1703
1540,62
1284,1423
348,489
1749,1748
592,1032
1444,1203
344,1603
583,965
1596,1250
435,1588
1626,980
460,1089
561,239
1500,1645
1704,1684
1021,1367
1408,1247
63,1353
448,1594
663,1521
1516,956
258,1704
936,1541
1491,1364
1018,1138
344,1292
668,1211
1546,555
1332,47
313,1114
666,446
79,390
791,1465
405,1745
1546,1125
1626,1618
1104,1108
1159,831
1102,1734
1660,1671
1159,1089
206,736
1414,1671
806,481
362,1313
1441,286
666,1640
1690,1704
1212,1170
478,568
1465,992
535,948
1351,978
1373,1485
1212,1271
666,1158
542,579
659,1421
743,1748
1021,1504
1594,1351
1512,1268
1271,1704
383,948
1157,1598
570,672
1651,1516
238,816
478,1383
277,1466
836,1333
258,1720
481,1158
333,1044
986,595
151,1749
1171,1169
1102,1448
1704,1715
1214,1451
625,1580
1226,1697
986,1468
1512,1681
1546,1043
1570,1684
113,1203
758,644
1653,48
1708,551
1183,291
381,1495
1704,1079
151,1602
380,903
985,1191
597,247
1512,191
779,1491
1439,1650
560,1104
1691,709
1712,1540
1208,757
836,1271
106,981
269,551
1481,1250
1381,460
235,1404
1147,156
405,1652
1605,1619
1018,1268
676,1703
954,1704
214,948
986,446
1256,1675
1329,1271
312,766
1046,1176
1351,1338
1632,274
1230,1491
1361,592
319,1438
1605,980
104,1504
971,1168
1132,460
1080,1048
242,1497
97,105
353,639
1352,1650
1461,1614
1244,1271
980,1542
1579,1070
1652,481
1211,1712
1512,1705
1271,1566
544,517
598,1041
1332,338
368,743
1512,812
468,1169
568,1304
918,583
1178,1491
1351,733
378,142
1722,314
1197,716
931,1602
303,1429
788,1197
1632,275
1460,298
53,1684
1698,252
656,522
1655,313
52,743
1259,460
435,1580
151,698
344,1158
99,71
1361,1426
1664,1496
344,481
1588,947
588,1446
805,630
443,1734
1637,1232
826,798
466,1034
1108,739
1313,579
1546,1256
944,643
1491,1112
986,1540
182,1560
1291,1515
1386,1390
104,593
840,1620
321,358
821,791
603,926
943,1289
1169,1541
840,1250
740,948
968,592
362,816
1535,308
1691,1588
448,1271
1226,201
663,974
1509,1214
597,1441
1485,1559
535,831
1334,927
940,1570
164,236
1246,697
267,1232
643,1007
806,757
1625,848
891,1232
712,1684
862,52
977,1650
981,922
1468,1569
151,1202
1412,790
1527,547
456,224
1055,1494
624,52
862,1290
427,1432
258,1067
151,273
236,1588
1015,802
733,424
423,1570
9,565
693,474
258,994
1212,1557
1712,1035
206,1580
151,1652
609,1241
1605,1618
1692,397
1020,1049
1183,1610
1542,936
1101,460
1423,938
95,1667
344,831
1243,1250
1260,745
1614,1640
567,239
1245,733
1637,980
944,1348
1491,481
699,1603
1284,1612
466,1112
1718,1202
257,255
1731,757
333,639
476,415
707,1482
319,1584
1352,983
831,897
510,630
1368,838
659,1588
163,478
11,450
741,743
673,563
1021,14
1343,1021
1546,1415
236,1665
506,1212
535,1056
1183,326
585,1718
103,988
870,925
156,996
225,1607
746,1580
966,306
1273,333
457,695
1584,1631
203,715
1637,639
1147,1602
812,1271
1003,811
1546,460
1685,1720
242,715
183,1486
385,635
151,1649
1082,411
986,1113
1254,460
1580,1588
485,1197
621,804
362,634
1631,1201
1509,612
1108,1460
208,1603
242,1703
1260,340
1321,1430
1352,1497
1169,1704
352,372
1247,693
750,537
598,1305
659,1309
234,493
1351,1660
595,1243
235,1381
1403,456
228,1749
668,793
1559,1554
423,947
1351,156
1615,1044
1040,461
723,651
1559,1581
162,747
340,1684
653,1313
237,1408
1044,1640
38,693
76,243
314,1430
377,1727
659,859
356,1313
1237,1614
941,948
63,850
1617,1637
970,1186
550,579
972,1657
806,1242
1351,922
310,995
353,1159
377,936
545,1239
1509,1543
257,1611
1104,1460
79,364
1351,213
1270,201
1095,1304
944,1280
1108,1191
862,1720
1361,286
1021,1024
533,520
544,201
741,1588
235,1136
163,148
435,733
1563,639
31,1631
164,716
1559,1617
349,397
1021,601
1645,1484
1348,415
743,1259
464,947
790,568
1525,446
533,1751
53,850
368,52
821,1025
356,791
368,226
977,888
1351,340
307,1665
1351,568
1237,1311
1632,1271
238,542
891,1044
368,888
790,897
855,973
183,1021
981,412
1431,709
373,1269
358,371
9,1084
1653,1650
996,1247
1661,1727
1102,589
222,1065
618,1408
385,601
769,935
1224,822
497,733
1453,294
1645,1653
672,1125
157,1381
758,238
936,1551
347,1203
1485,1331
1065,764
151,1210
707,1551
333,1614
1024,630
1687,1428
1368,1698
1626,1599
482,1485
1432,1141
303,333
1035,1061
1284,811
1136,1686
551,816
1636,1554
313,347
76,630
1653,1476
408,333
1021,1465
1169,1470
918,1562
669,983
1423,927
183,1024
1157,930
1137,579
968,1032
321,735
1430,565
741,746
1056,1358
344,328
743,1351
674,1261
1478,1697
1509,238
658,1293
964,1588
1127,460
1474,1300
1352,1550
242,930
1509,816
1358,1309
1241,970
208,1602
595,1046
1605,1329
1594,639
968,1022
242,1067
183,1045
1186,592
328,948
743,481
598,156
344,1704
512,464
1240,1042
537,242
123,122
1064,743
971,936
151,1232
446,333
745,25
1403,1089
279,1422
1541,1079
225,1065
344,460
347,1169
154,601
203,816
966,811
1541,736
181,874
1685,629
491,1555
1210,1035
804,1313
142,1330
95,1543
1233,1516
715,657
11,1089
1645,1602
1304,1580
40,1319
206,1439
506,989
80,460
1686,1202
1626,122
1715,1368
324,743
423,1704
643,1039
891,1557
989,1168
989,736
1660,922
1129,1132
1351,1687
156,1065
975,400
333,1169
1581,1669
1104,1274
1614,595
1094,1631
786,628
1386,1391
1598,1650
668,537
409,1089
593,716
857,1660
1653,1168
151,1316
650,1570
1589,1304
1020,1646
1523,1539
1722,1430
1374,850
1334,206
1386,1392
510,1727
1625,451
1685,790
62,668
442,428
1094,319
510,597
672,165
891,537
1426,972
1426,551
206,1562
1518,1509
183,510
1541,1511
1021,203
50,1645
1692,1201
1065,1607
63,922
1562,1482
1614,8
225,959
918,1451
235,730
362,592
840,228
816,652
333,1470
1518,551
1640,717
1581,1631
687,1619
609,1675
743,1704
439,648
1553,1650
80,855
378,977
1271,537
560,1364
788,500
1108,1210
1478,164
1691,888
203,698
791,1025
1616,1647
560,1493
242,669
1021,1214
176,71
104,1367
595,1330
1351,1684
1645,1570
595,1602
9,291
985,543
57,630
609,247
350,344
1584,136
142,1069
225,1292
845,1671
362,630
1208,589
1453,1080
709,1089
1095,1354
156,741
17,1089
890,684
438,1240
313,333
1024,1032
1218,1614
180,1621
869,925
222,1292
1611,1610
561,1074
840,715
65,396
24,514
1351,1354
362,190
166,747
981,1713
688,1638
1652,1250
1157,1703
344,723
1294,1603
408,482
950,984
920,314
587,806
1461,1631
491,1276
1404,1197
363,811
151,1719
303,1739
676,1417
368,344
947,706
657,1703
1171,1555
1351,964
242,490
1328,460
408,1012
597,1241
1211,1104
373,1748
939,1313
1260,1580
273,274
1352,639
1159,639
989,1521
633,314
936,1550
1584,2
469,1250
659,537
1261,306
1650,1703
232,1276
981,12
943,1241
1348,256
353,386
944,416
363,1546
791,1032
1064,1089
788,304
1588,328
1615,398
544,997
941,964
362,992
52,831
490,1191
1334,1541
365,551
1212,995
258,498
1021,992
75,818
209,294
959,1217
1519,182
174,176
649,698
1212,1545
1351,931
203,601
321,1185
1012,1250
1712,641
19,20
707,1650
669,977
791,1367
1040,256
1518,1244
9,1321
1521,1551
1351,394
788,477
1064,1570
650,922
1315,1232
1044,1669
1432,830
451,674
53,52
1581,1614
1466,252
1254,554
1663,1104
85,333
103,1704
258,831
1556,1182
377,1645
1605,1655
544,344
1036,1104
9,1048
1191,974
1327,1638
344,862
747,994
533,657
649,960
1521,646
203,1704
906,258
321,300
1101,450
1580,1602
592,1025
544,948
76,1024
308,333
758,1664
1328,747
409,450
1352,753
1203,896
1540,1569
597,993
1500,1327
651,1713
164,1056
1285,891
362,1024
1351,706
818,1214
1673,165
693,728
156,1602
156,424
981,850
1713,648
1638,122
1589,344
151,921
1094,390
242,1521
708,1650
515,1383
163,1118
1191,242
1622,1113
980,122
650,1713
1582,1622
1739,750
1505,1706
1191,1202
1588,603
840,1652
1191,1243
1331,470
1546,282
791,1426
985,1104
1632,1158
228,1307
588,1233
621,641
18,1232
1015,1186
1518,1233
588,601
235,258
1461,1485
1352,669
1082,1453
1535,715
676,1588
1617,303
206,715
344,706
618,1346
649,601
1453,332
53,497
1476,1553
57,1560
1055,1061
303,1203
1474,732
156,435
228,1232
156,1684
1332,1171
526,725
219,1618
1559,470
147,310
826,839
17,1607
713,1240
362,1022
1645,743
1546,639
1329,445
68,174
363,460
736,1476
1021,510
1616,1203
77,438
1008,460
777,1598
576,1629
985,1158
466,1663
209,289
1285,691
1239,1731
791,818
152,1596
1180,329
156,739
872,857
1650,981
753,1067
1460,1493
1482,971
825,1175
996,1665
61,95
634,960
698,946
1609,122
1612,746
1607,1748
1013,1261
201,1570
1007,1532
668,1569
228,1649
1260,1660
313,1617
816,1451
1580,237
1652,980
862,395
1752,1158
209,1084
456,1293
344,1319
1351,926
533,1640
1273,303
1589,1715
232,1065
863,1370
1638,1652
739,344
968,269
344,353
344,988
1614,438
872,862
781,628
1588,1589
1197,994
592,551
1208,1330
378,1645
310,1030
592,190
1523,377
9,713
568,570
1243,1210
1364,595
1637,1656
440,252
1373,1559
1171,347
52,1259
938,1069
1638,1618
319,533
313,1581
649,1542
1637,1594
1471,1448
313,1584
1653,1580
362,943
62,1652
971,1645
1088,303
1692,1171
611,1033
1704,1748
816,281
954,1588
646,753
344,659
1171,1114
1351,1352
1516,1504
608,333
1439,1030
512,1607
1653,1236
743,1621
936,1067
1352,48
666,537
1724,1430
182,652
659,1603
1285,1223
1714,845
935,524
1284,1645
1095,477
1581,1555
657,537
657,1202
985,951
1685,1281
1495,1349
672,1127
353,1602
1159,1181
1094,1742
156,52
1065,715
63,926
378,669
788,1290
57,1451
66,97
1108,1494
1373,2
258,716
225,964
1352,1476
235,906
214,862
1541,1521
791,269
1477,673
668,1364
85,468
1591,866
1616,2
1569,1046
741,1169
986,1158
1212,1490
1570,639
1212,1476
344,632
149,747
478,415
547,588
1546,306
845,226
676,888
347,1704
48,242
76,1063
1608,1049
646,412
151,891
386,1607
741,478
57,269
109,981
1186,992
1655,490
544,897
755,1698
1352,1521
1244,1030
206,1511
512,1690
104,1025
515,1089
4,164
1588,639
563,1127
1157,1334
225,948
308,1614
619,456
321,1659
1203,1243
609,956
1102,1707
1271,1563
668,1622
373,1079
1045,1441
1211,141
869,571
535,862
1373,1616
48,1727
360,301
160,1024
855,1207
707,490
672,692
62,1704
721,620
248,1002
301,1704
225,988
1266,1619
649,946
950,380
393,287
1479,1089
1559,1169
324,948
522,1505
391,390
1579,1054
968,1508
1637,1654
376,339
686,685
1180,565
234,52
333,1429
862,1304
1570,1417
386,709
1271,639
1244,1573
1003,1703
522,357
1570,1353
931,667
693,1280
219,1609
1605,1158
1652,1655
506,1480
224,1293
1024,593
243,698
551,1560
643,413
972,543
918,250
950,1034
1259,1304
1588,988
225,743
668,1191
758,816
206,279
319,333
1612,275
1233,183
506,927
816,1508
1444,1742
1622,571
816,960
811,1168
581,1619
242,639
577,1033
451,1254
1559,1563
1638,1619
257,1092
862,201
385,1504
544,1197
1386,1202
362,758
610,1570
456,450
966,691
482,1104
347,470
1108,639
395,1580
149,1346
951,204
1645,1652
653,1032
313,1571
231,1383
680,256
1327,1232
1186,579
1585,1232
1351,493
1584,1615
490,641
489,1470
1157,1379
1046,446
59,1586
1095,499
1351,295
1268,1127
1203,490
164,1380
753,1521
643,1293
506,1030
713,227
409,459
1243,1569
1056,236
722,1089
857,1691
1271,1182
156,872
1240,1730
688,687
1346,1703
142,1212
208,1351
1351,712
1652,1620
288,741
1368,1629
1211,1036
76,588
1516,1137
964,931
743,1591
464,1580
659,1691
1612,981
1113,1225
1588,723
1432,832
76,601
1135,256
959,964
745,741
1040,1131
672,1012
1244,1655
1351,324
451,363
228,1557
634,1446
968,1289
1512,643
585,1579
1129,1089
818,1542
313,1669
1546,1093
936,1202
743,740
1273,1584
362,956
344,383
588,551
1082,289
477,534
1692,398
643,414
1186,1067
608,1444
1328,1621
1653,220
1521,1553
1168,1650
1237,1203
1640,1158
1169,1485
286,791
79,1312
214,1570
1485,438
1065,947
1464,314
333,1555
1722,1730
1212,989
712,1570
215,396
970,630
1632,1620
1580,1354
1546,1127
31,242
225,1704
995,977
266,1158
506,1653
1490,1113
63,1699
506,971
422,1020
76,1508
1664,630
1171,1581
377,206
368,1704
816,1233
1645,1650
1357,1666
1602,1542
1626,1182
1064,1603
1319,931
673,1247
544,1290
583,1542
1546,1261
183,1465
707,1726
1315,301
451,306
917,1093
1559,1612
147,1608
1485,1201
792,1080
1605,1337
837,1650
791,1289
1645,1620
333,35
401,1665
1301,886
986,1104
1197,164
1722,91
1168,1423
164,730
872,948
224,1383
1749,1232
1692,1616
1605,1606
314,221
1212,1562
977,1244
1183,503
1334,715
1066,1199
1346,1056
190,1426
228,310
1632,980
603,1684
1264,1594
1210,1612
1351,288
321,639
954,1684
978,1603
397,481
950,870
1270,460
449,1312
1327,1557
234,743
356,816
1727,1598
1094,490
1615,1438
273,1632
493,25
1230,1035
918,1003
163,415
1692,347
451,1049
1105,481
1650,1067
303,1075
453,948
237,1166
1094,1144
1368,252
512,733
1368,217
1510,551
1649,1158
745,746
788,1685
218,920
1685,716
805,612
966,1620
319,1203
395,831
1191,1502
235,1408
341,536
691,686
1423,1563
1256,1123
1594,1605
