67,4138
856,2190
843,1018
1,746
1,1652
9,636
0,37
1196,6053
820,5595
41,472
2407,3178
9,2614
60,2736
3197,6142
6,4672
1121,1197
31,1604
3680,3688
5035,5037
1032,1926
6,4650
86,2708
1,5
26,525
28,5386
6,1699
476,2489
1,1616
1,1426
26,2870
65,3390
77,2157
550,2243
3635,6143
6,1857
6,275
9,2688
3486,4316
437,550
456,2384
8,3546
551,3248
547,2307
63,1965
10,1733
4072,4284
1565,6355
550,4177
1,1825
9,2050
3038,6223
6,1604
2610,4800
1,1397
9,2742
22,231
47,1907
600,928
38,5055
4901,5658
2610,4827
9,2815
9,2852
8,148
550,4370
6,1069
8,3582
3389,4362
9,2717
450,6397
2196,3137
2181,2284
34,646
438,5115
550,5342
901,4178
1558,5012
1338,1955
1,1087
1050,4725
8,199
41,751
46,47
1092,2414
899,1089
1295,2281
456,2339
12,4605
829,2391
63,4894
3,56
6,1763
1,1440
860,1046
1,1848
4547,6309
2,716
9,180
1090,2414
3615,3905
41,647
1,810
49,600
901,2978
38,790
2181,3159
21,2592
3832,4449
2204,5324
2260,4210
2,3988
393,520
9,2847
9,2840
51,581
475,2236
9,2746
9,2749
1,1435
6,345
22,1449
801,4802
540,4450
248,4337
1418,4998
972,2276
551,3290
9,1515
28,3904
4154,4913
1,1582
2,367
1,778
600,940
995,2993
6,2715
9,848
51,554
1,2147
1,1091
475,2194
22,3677
1,441
22,3687
1,1911
6,4678
3380,5524
2,676
491,2402
3845,3858
28,4736
381,434
4179,4201
3379,3381
244,631
407,469
0,360
1,1417
1091,2451
6,2632
874,5075
469,2464
3,9
923,4670
6,2014
1326,5313
54,5339
491,2487
629,6063
9,2671
67,4134
1288,3455
28,3275
570,4355
923,1096
536,4950
1050,1090
7,3316
1567,5469
4403,5066
6,4687
7,1680
579,920
1121,2308
1050,4733
31,813
41,804
475,817
7,24
28,1118
0,258
63,741
673,2864
101,949
0,18
0,320
6,4681
3835,4950
5280,6146
476,698
6,738
547,3582
1570,5417
216,5295
248,4919
1,1190
1,784
1,2011
441,460
5561,5810
900,3032
2181,3363
24,4625
3374,5957
5342,5862
3106,3108
381,397
5464,6188
1,1692
8,3552
7,1487
4,873
6,4711
100,5778
2218,3073
2,580
6,874
7,5612
7,809
3153,3154
5961,5966
901,3015
552,3051
28,4928
1112,4224
5,903
2736,3315
20,4983
511,819
111,444
1,640
3,27
7,1078
47,914
5060,5233
2590,4934
923,1178
9,76
2199,3380
31,2107
801,4790
2183,3291
864,4242
1,2142
857,2210
3058,6241
6,3316
1327,4911
1,1130
475,2208
4243,4920
2589,6046
70,1150
51,561
2,4005
52,3521
21,4589
60,4506
381,529
836,991
913,1048
1,624
2199,5379
9,2788
9,1102
4296,4297
1,1846
60,4474
8,3553
381,517
1137,6162
9,2606
1,76
9,2595
3367,5308
4861,5057
3539,5160
1108,5266
1,1422
59,3926
3486,5491
21,5802
26,1386
8,3563
0,101
6,706
1,28
9,2584
1,1460
3969,4121
9,2771
1,1271
3485,4298
1,288
12,2745
60,3668
3106,3107
4301,5448
9,2914
4579,6330
7,1667
22,673
7,6008
48,4631
22,2615
817,2204
9,844
52,356
1,1451
446,448
1672,4487
1,1374
245,6358
4,47
68,3064
902,4304
28,469
41,794
876,901
5,898
2491,3860
2992,3003
3893,6156
635,6148
216,2089
100,535
1,1960
383,487
7,653
0,285
2593,2920
7,6027
31,5562
0,173
1,74
9,2627
1,22
63,4387
3072,5947
9,2812
1,1539
6163,6164
551,1112
5,921
7,2573
9,551
2489,5192
191,4397
3380,3384
4368,5357
26,207
2106,2732
51,589
0,247
382,383
9,2676
3058,3494
9,2656
2191,3889
3927,4582
6,3700
31,1819
3251,4227
653,4872
7,195
31,1212
52,5552
233,630
475,2183
41,101
2,3990
28,2422
2313,2496
3959,3961
3037,6331
6,343
1196,2660
52,4490
1,659
1732,5119
28,5764
3,826
3486,5438
7,61
1196,3863
6,4621
233,629
6,1996
62,6197
902,2960
1,633
0,63
441,461
653,1184
63,4885
1,2047
387,388
52,4385
41,783
475,2210
3443,4302
7,1255
2491,2526
9,2708
9,2839
550,4368
629,3869
2610,5194
48,4496
51,556
6213,6224
1,391
384,4078
868,6216
24,3315
2268,4322
2491,3863
214,3668
6,4660
1,2026
629,6094
22,3650
1,1142
384,4080
2181,3307
1032,5737
7,110
2,4025
869,2324
41,504
801,4792
384,4085
1409,2616
1,1370
5,196
2610,4789
1,1349
9,2876
4745,4774
857,903
2694,5175
26,2598
22,3668
26,1694
9,2865
1505,6414
176,1390
9,296
1,1725
1558,4066
923,1588
972,2233
549,2424
876,6368
3102,3103
1418,5005
